"bookId","title","series","author","rating","description","language","isbn","genres","characters","bookFormat","edition","pages","publisher","publishDate","firstPublishDate","awards","numRatings","ratingsByStars","likedPercent","setting","coverImg","bbeScore","bbeVotes","price"
"8755776-city-of-lost-souls","City of Lost Souls","The Mortal Instruments #5","Cassandra Clare (Goodreads Author)","4.27","The New York Times bestselling Mortal Instruments continues—and so do the thrills and danger for Jace, Clary, and Simon.What price is too high to pay, even for love? When Jace and Clary meet again, Clary is horrified to discover that the demon Lilith’s magic has bound her beloved Jace together with her evil brother Sebastian, and that Jace has become a servant of evil. The Clave is out to destroy Sebastian, but there is no way to harm one boy without destroying the other. As Alec, Magnus, Simon, and Isabelle wheedle and bargain with Seelies, demons, and the merciless Iron Sisters to try to save Jace, Clary plays a dangerous game of her own. The price of losing is not just her own life, but Jace’s soul. She’s willing to do anything for Jace, but can she still trust him? Or is he truly lost?Love. Blood. Betrayal. Revenge. Darkness threatens to claim the Shadowhunters in the harrowing fifth book of the Mortal Instruments series.","English","9781442416864","['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Urban Fantasy', 'Vampires', 'Angels', 'Fiction', 'Supernatural', 'Magic']","['Alexander ""Alec"" Lightwood', 'Jonathan ""Jace"" Wayland', 'Isabelle ""Izzy"" Sophia Lightwood', 'Magnus Bane', 'Jordan Kyle', 'Maia Roberts', 'Jocelyn Fray', 'Luke Garroway', 'Sebastian Morgenstern', 'Aline Penhallow', 'Camille Belcourt', 'Clarissa ""Clary"" Fray', 'Jonathan Morgenstern', 'Simon Lewis']","Hardcover","","546","Margaret K. McElderry Books","05/08/12","","['Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction and for Goodreads Author (2012)']","423962","['216008', '129529', '58792', '14483', '5150']","95","['New York City, New York (United States)', 'Venice (Italy)', 'Prague (Praha) (Czech Republic)', 'Paris (France)', 'Ireland']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460477703l/8755776.jpg","41154","513",5.26
"10959.Sophie_s_World","Sophie's World","","Jostein Gaarder, Paulette Møller (Translator)","3.93","An alternative cover for this ISBN can be found hereOne day fourteen-year-old Sophie Amundsen comes home from school to find in her mailbox two notes, with one question on each: ""Who are you?"" and ""Where does the world come from?"" From that irresistible beginning, Sophie becomes obsessed with questions that take her far beyond what she knows of her Norwegian village. Through those letters, she enrolls in a kind of correspondence course, covering Socrates to Sartre, with a mysterious philosopher, while receiving letters addressed to another girl. Who is Hilde? And why does her mail keep turning up? To unravel this riddle, Sophie must use the philosophy she is learning—but the truth turns out to be far more complicated than she could have imagined.","English","9781857993288","['Philosophy', 'Fiction', 'Classics', 'Young Adult', 'Novels', 'Fantasy', 'Literature', 'Contemporary', 'Unfinished', 'Scandinavian Literature']","['Charles Darwin', 'Cecilia Skotbu', 'Malaikat Ariel', 'Plato', 'Aristotle', 'Thomas Aquinas', 'René Descartes', 'George Berkeley', 'John Locke', 'David Hume', 'St. Augustine', 'Baruch Spinoza', 'Sofie Amundsen', 'Jorunn', 'Jesus', 'Immanuel Kant', 'Socrates (philosopher)', 'Sigmund Freud', 'Karl Marx']","Paperback","","403","Phoenix","10/28/95","12/05/91","['Buxtehuder Bulle (1996)', 'Premio Bancarella (1995)', 'Deutscher Jugendliteraturpreis for Jugendbuch (1994)', 'Prix des libraires du Québec for Lauréats hors Québec (1996)', 'دار المنى', 'Literaturpreis der Jury der jungen Leser for Jugendbuch (1997)', 'Premio San Clemente for Novela Estranxeira (1996)', ""Prime Minister of Pakistan's Award for Literature""]","200234","['69611', '70306', '42251', '12751', '5315']","91","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343459906l/10959.jpg","41017","497",3.43
"16902.Walden","Walden","","Henry David Thoreau","3.78","Originally published in 1854, Walden; or, Life in the Woods, is a vivid account of the time that Henry D. Thoreau lived alone in a secluded cabin at Walden Pond. It is one of the most influential and compelling books in American literature. This new paperback edition-introduced by noted American writer John Updike-celebrates the 150th anniversary of this classic work. Much of Walden's material is derived from Thoreau's journals and contains such engaging pieces as ""Reading"" and ""The Pond in the Winter"" Other famous sections involve Thoreau's visits with a Canadian woodcutter and with an Irish family, a trip to Concord, and a description of his bean field. This is the complete and authoritative text of Walden-as close to Thoreau's original intention as all available evidence allows. For the student and for the general reader, this is the ideal presentation of Thoreau's great document of social criticism and dissent.","English","9999999999999","['Classics', 'Nonfiction', 'Philosophy', 'Nature', 'Memoir', 'Literature', 'Biography', 'Essays', 'American', 'Environment']","['Henry David Thoreau']","Paperback","","352","Princeton University Press","04/18/04","08/09/54","[]","157871","['50236', '51003', '35936', '13634', '7062']","87","['United States of America', 'Concord, Massachusetts (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465675526l/16902.jpg","40603","543",""
"1215032.The_Wise_Man_s_Fear","The Wise Man's Fear","The Kingkiller Chronicle #2","Patrick Rothfuss (Goodreads Author)","4.56","“There are three things all wise men fear: the sea in storm, a night with no moon, and the anger of a gentle man.”My name is Kvothe.I have stolen princesses back from sleeping barrow kings. I burned down the town of Trebon. I have spent the night with Felurian and left with both my sanity and my life. I was expelled from the University at a younger age than most people are allowed in. I tread paths by moonlight that others fear to speak of during day. I have talked to Gods, loved women, and written songs that make the minstrels weep.You may have heard of me.So begins the tale of a hero told from his own point of view — a story unequaled in fantasy literature. Now in The Wise Man's Fear, an escalating rivalry with a powerful member of the nobility forces Kvothe to leave the University and seek his fortune abroad. Adrift, penniless, and alone, he travels to Vintas, where he quickly becomes entangled in the politics of courtly society. While attempting to curry favor with a powerful noble, Kvothe uncovers an assassination attempt, comes into conflict with a rival arcanist, and leads a group of mercenaries into the wild, in an attempt to solve the mystery of who (or what) is waylaying travelers on the King's Road.All the while, Kvothe searches for answers, attempting to uncover the truth about the mysterious Amyr, the Chandrian, and the death of his parents. Along the way, Kvothe is put on trial by the legendary Adem mercenaries, is forced to reclaim the honor of the Edema Ruh, and travels into the Fae realm. There he meets Felurian, the faerie woman no man can resist, and who no man has ever survived ... until Kvothe.In The Wise Man's Fear, Kvothe takes his first steps on the path of the hero and learns how difficult life can be when a man becomes a legend in his own time.","English","9780756404734","['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Science Fiction Fantasy', 'Adventure', 'Audiobook', 'Adult', 'Epic']","['Bast', 'Denna', 'Ambrose', 'Kvothe', 'Simmon', 'Wilem', 'The Chandrian', 'Maer Alveron', 'Felurian', 'Devi', 'Tempi', 'Auri', 'Fela', 'Chronicler']","Hardcover","First Edition","994","DAW Books","03/01/11","","['Locus Award Nominee for Best Fantasy Novel (2012)', 'David Gemmell Legend Award for Best Fantasy Novel (2012)', 'Tähtifantasia Award Nominee (2016)', 'Goodreads Choice Award Nominee for Best Fantasy and for Favorite Book (2011)', 'Prix Elbakin.net for Meilleur roman fantasy traduit (2013)']","427730","['289930', '99533', '27990', '7009', '3268']","98","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452624392l/1215032.jpg","40195","443",16.37
"40937505","زندگی مه آلود پریا","","سید مرتضی مصطفوی (Goodreads Author)","3.92","Mystical storyThe internal revolution of a woman and the fight against her pastدر مورد زنی موفق و کاریزماتیک که مدیریت مهمانسرای بزرگ سنتی را عهده دار است مهمانسرای که در جذب مهمانهای ایرانی و خارجی رتبه اول را داراست پریا گرچه از استعداد و نبوغ بالایی برخوردار است بطوری که دیگران به موفقیت او رشک می بندند اما در گذشته اشتباهی بزرگی را مرتکب شده که جرات ابراز آن را به دیگران و نزدیکان خود ندارد در روند قصه کم کم گذشته او مانند کابوسی بر روح نا آرامش فرو آمده و به شدت آزارش می دهد و با مبتلا شدن به بیماری؛ عذاب وجدان او تشدید شده و; برای عبور از این بحران; با مشکلات فراوانی مواجه می شود","Persian","9786007072714","['Fiction']","[]","ebook","فارسی","204","نشر داستان","01/01/15","","[]","948","['584', '107', '47', '17', '193']","78","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532526741l/40937505._SX318_.jpg","39342","396",""
"58345.The_Awakening","The Awakening","","Kate Chopin","3.65","When first published in 1899, The Awakening shocked readers with its honest treatment of female marital infidelity. Audiences accustomed to the pieties of late Victorian romantic fiction were taken aback by Chopin's daring portrayal of a woman trapped in a stifling marriage, who seeks and finds passionate physical love outside the confines of her domestic situation.Aside from its unusually frank treatment of a then-controversial subject, the novel is widely admired today for its literary qualities. Edmund Wilson characterized it as a work ""quite uninhibited and beautifully written, which anticipates D. H. Lawrence in its treatment of infidelity."" Although the theme of marital infidelity no longer shocks, few novels have plumbed the psychology of a woman involved in an illicit relationship with the perception, artistry, and honesty that Kate Chopin brought to The Awakening.","English","9780543898081","['Classics', 'Fiction', 'Feminism', 'School', 'Literature', 'Historical Fiction', 'Read For School', 'High School', 'American', '19th Century']","['Edna Pontellier', 'Léonce Pontellier', 'Robert Lebrun', 'Alcée Arobin', 'Adèle Ratignolle', 'Mademoiselle Reisz']","Paperback","","195","Elibron Classics","10/28/06","10/28/99","[]","170636","['45670', '55325', '43393', '17536', '8712']","85","['New Orleans, Louisiana (United States)', 'Grand Isle, Louisiana (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170507247l/58345._SY475_.jpg","39307","501",10.36
"16068905-fangirl","Fangirl","","Rainbow Rowell (Goodreads Author)","4.05","
  A coming-of-age tale of fan fiction, family and first love.
Cath is a Simon Snow fan.Okay, the whole world is a Simon Snow fan..But for Cath, being a fan is her life—and she’s really good at it. She and her twin sister, Wren, ensconced themselves in the Simon Snow series when they were just kids; it’s what got them through their mother leaving. Reading. Rereading. Hanging out in Simon Snow forums, writing Simon Snow fan fiction, dressing up like the characters for every movie premiere.Cath’s sister has mostly grown away from fandom, but Cath can’t let go. She doesn’t want to.Now that they’re going to college, Wren has told Cath she doesn’t want to be roommates. Cath is on her own, completely outside of her comfort zone. She’s got a surly roommate with a charming, always-around boyfriend, a fiction-writing professor who thinks fan fiction is the end of the civilized world, a handsome classmate who only wants to talk about words... And she can’t stop worrying about her dad, who’s loving and fragile and has never really been alone.For Cath, the question is: Can she do this? Can she make it without Wren holding her hand? Is she ready to start living her own life? Writing her own stories?And does she even want to move on if it means leaving Simon Snow behind?","English","B00BMKH5NW","['Young Adult', 'Contemporary', 'Romance', 'Fiction', 'Realistic Fiction', 'New Adult', 'Audiobook', 'Chick Lit', 'Coming Of Age', 'Young Adult Contemporary']","['Wren', 'Cath Avery', 'Levi']","Kindle Edition","","483","St. Martin's Griffin","09/10/13","","['Milwaukee County Teen Book Award Nominee (2015)', 'The Inky Awards Nominee for Silver Inky (2015)', 'Lincoln Award Nominee (2016)', 'Goodreads Choice Award Nominee for Young Adult Fiction (2013)', 'Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera independiente (2014)']","574854","['239909', '187542', '100328', '30788', '16287']","92","['Lincoln, Nebraska (United States)', 'Omaha, Nebraska (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355886270l/16068905.jpg","39173","450",""
"228560.Sophie_s_Choice","Sophie's Choice","","William Styron","4.18","Three stories are told: a young Southerner wants to become a writer; a turbulent love-hate affair between a brilliant Jew and a beautiful Polish woman; and of an awful wound in that woman's past--one that impels both Sophie and Nathan toward destruction.","English","9780679736370","['Fiction', 'Classics', 'Historical Fiction', 'Holocaust', 'War', 'Historical', 'World War II', 'Literature', 'Novels', 'Literary Fiction']","['Stingo', 'Nathan Landau', 'Sophie Zawistowska']","Paperback","Vintage International Edition","562","Vintage Books","03/03/92","10/28/79","['National Book Award for Fiction (Hardcover) (1980)', 'National Book Critics Circle Award Nominee for Fiction (1979)']","81708","['37831', '27156', '12112', '3155', '1454']","94","['Brooklyn, New York City, New York (United States)', 'Flatbush, Brooklyn, New York (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356714742l/228560.jpg","38844","528",4.08
"16735.The_Prince_of_Tides","The Prince of Tides","","Pat Conroy","4.24","PAT CONROY has created a huge, brash thunderstorm of a novel, stinging with honesty and resounding with drama. Spanning forty years, this is the story of turbulent Tom Wingo, his gifted and troubled twin sister Savannah, and their struggle to triumph over the dark and tragic legacy of the extraordinary family into which they were born.Filled with the vanishing beauty of the South Carolina low country as well as the dusty glitter of New York City, The Prince of Tides is PAT CONROY at his very best.","English","9780553381542","['Fiction', 'Classics', 'Southern', 'Romance', 'Contemporary', 'Literary Fiction', 'Literature', 'Drama', 'Novels', 'Adult Fiction']","['Tom Wingo', 'Susan Lowenstein', 'Savannah Wingo', 'Luke Wingo']","Paperback","","679","Dial Press Trade Paperback","03/26/02","10/28/86","[]","193840","['93774', '63623', '27401', '6328', '2714']","95","['South Carolina (United States)', 'New York City, New York (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512744907l/16735.jpg","38129","502",7.15
"6334.Never_Let_Me_Go","Never Let Me Go","","Kazuo Ishiguro","3.82","From the Booker Prize-winning author of The Remains of the Day and When We Were Orphans, comes an unforgettable edge-of-your-seat mystery that is at once heartbreakingly tender and morally courageous about what it means to be human.Hailsham seems like a pleasant English boarding school, far from the influences of the city. Its students are well tended and supported, trained in art and literature, and become just the sort of people the world wants them to be. But, curiously, they are taught nothing of the outside world and are allowed little contact with it.Within the grounds of Hailsham, Kathy grows from schoolgirl to young woman, but it’s only when she and her friends Ruth and Tommy leave the safe grounds of the school (as they always knew they would) that they realize the full truth of what Hailsham is.Never Let Me Go breaks through the boundaries of the literary novel. It is a gripping mystery, a beautiful love story, and also a scathing critique of human arrogance and a moral examination of how we treat the vulnerable and different in our society. In exploring the themes of memory and the impact of the past, Ishiguro takes on the idea of a possible future to create his most moving and powerful book to date.","English","9781400078776","['Fiction', 'Science Fiction', 'Dystopia', 'Contemporary', 'Literary Fiction', 'Novels', 'Adult', 'Romance', 'Literature', 'British Literature']","['Kathy H.', 'Ruth', 'Tommy']","Paperback","","288","Vintage Books","08/31/10","04/11/05","['Booker Prize Nominee (2005)', 'Locus Award Nominee for Best SF Novel (2006)', 'Arthur C. Clarke Award Nominee (2006)', 'James Tait Black Memorial Prize Nominee for Fiction (2005)', 'ALA Alex Award (2006)', 'National Book Critics Circle Award Nominee for Fiction (2005)', 'Corine Internationaler Buchpreis for Belletristik (2006)', 'International Dublin Literary Award Nominee (2007)']","471423","['138437', '171872', '111130', '36697', '13287']","89","['Hailsham (United Kingdom)', 'Norfolk, England', 'The Cottages (United Kingdom)', 'Kingsfield (United Kingdom)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353048590l/6334.jpg","38106","467",6.46
"9520360-the-son-of-neptune","The Son of Neptune","The Heroes of Olympus #2","Rick Riordan (Goodreads Author)","4.43","PERCY IS CONFUSED. When he awoke from his long sleep, he didn't know much more than his name. His brain fuzz is lingering, even after the wolf Lupa told him he is a demigod and trained him to fight with the pen/sword in his pocket. Somehow Percy manages to make it to a camp for half-bloods, despite the fact that he has to keep killing monsters along the way. But the camp doesn't ring any bells with him. The only thing he can recall from his past is another name: Annabeth. HAZEL IS SUPPOSED TO BE DEAD. When she lived before, she didn't do a very good job of it. Sure, she was an obedient daughter, even when her mother was possessed by greed. But that was the problem—when the Voice took over her mother and commanded Hazel to use her ""gift"" for an evil purpose, Hazel couldn't say no. Now because of her mistake, the future of the world is at risk. Hazel wishes she could ride away from it all on the stallion that appears in her dreams.FRANK IS A KLUTZ. His grandmother says he is descended from heroes and can be anything he wants to be, but he doesn't see it. He doesn't even know who his father is. He keeps hoping Apollo will claim him, because the only thing he is good at is archery—although not good enough to win camp war games. His bulky physique makes him feel like an ox, especially in front of Hazel, his closest friend at camp. He trusts her completely—enough to share the secret he holds close to his heart.Beginning at the ""other"" camp for half-bloods and extending as far as the land beyond the gods, this breathtaking second installment of the Heroes of Olympus series introduces new demigods, revives fearsome monsters, and features other remarkable creatures, all destined to play a part in the Prophesy of Seven.","English","9781423140597","['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology', 'Urban Fantasy', 'Childrens', 'Young Adult Fantasy']","['Nico di Angelo', 'Octavian', 'Hera', 'Reyna', 'Juno', 'Hazel Levesque', 'Frank Zhang', 'Ella the Harpy', 'Percy Jackson']","Hardcover","First Edition","513","Disney ● Hyperion Books","10/04/11","","[""Buckeye Children's Book Award for 6-8 (2012)"", ""Goodreads Choice Award for Middle Grade & Children's and Nominee for Favorite Book (2011)""]","412823","['239125', '124167', '40367', '6527', '2637']","98","['Oakland, California (United States)', 'Alaska (United States)', 'Portland, Oregon (United States)', 'Seattle, Washington (United States)', 'Berkeley, California (United States)', 'North Vancouver, British Columbia (Canada)', 'Anchorage, Alaska (United States)', 'Seward, Alaska (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201114l/9520360._SY475_.jpg","37699","476",6.42
"301082.Dead_Until_Dark","Dead Until Dark","Sookie Stackhouse #1","Charlaine Harris (Goodreads Author)","3.96","Sookie Stackhouse is just a small-time cocktail waitress in small-town Louisiana. Until the vampire of her dreams walks into her life-and one of her coworkers checks out....

Maybe having a vampire for a boyfriend isn't such a bright idea.","English","9780441008537","['Fantasy', 'Vampires', 'Paranormal', 'Urban Fantasy', 'Romance', 'Fiction', 'Mystery', 'Paranormal Romance', 'Supernatural', 'Horror']","['Sookie Stackhouse', 'Bill Compton', 'Sam Merlotte', 'Jason Stackhouse', 'Eric Northman', 'Tara Thornton', 'Pam Ravenscroft']","Mass Market Paperback","","292","Ace Books","05/01/01","","['Locus Award Nominee for Best Fantasy Novel (2002)', 'Anthony Award for Best Paperback Original (2002)', 'Dilys Award Nominee (2002)', 'Agatha Award Nominee for Best Novel (2001)', 'Compton Crook Award Nominee (2002)']","495821","['183489', '164133', '106417', '28697', '13085']","92","['Bon Temps, Louisiana (United States)', 'Louisiana (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468560853l/301082._SY475_.jpg","37299","470",3.16
"9375.Fried_Green_Tomatoes_at_the_Whistle_Stop_Cafe","Fried Green Tomatoes at the Whistle Stop Cafe","Whistle Stop, AL #1","Fannie Flagg","4.28","It's first the story of two women in the 1980s, of gray-headed Mrs. Threadgoode telling her life story to Evelyn, who is in the sad slump of middle age. The tale she tells is also of two women-of the irrepressibly daredevilish tomboy Idgie and her friend Ruth, who back in the thirties ran a little place in Whistle Stop, Alabama, a Southern kind of Cafe Wobegon offering good barbecue and good coffee and all kinds of love and laughter, even an occasional murder.","English","9780375508417","['Fiction', 'Historical Fiction', 'LGBT', 'Classics', 'Chick Lit', 'Southern', 'Historical', 'Humor', 'Queer', 'Adult Fiction']","['Ruth', 'Mrs. Ninny Threadgoode', 'Evelyn Couch', 'Idgie']","Hardcover","","416","Random House","05/07/02","10/28/87","['Alabama Author Award for Fiction (1989)']","265773","['126420', '95373', '36853', '5423', '1704']","97","['Davenport, Iowa (United States)', 'Troutville, Alabama (United States)', 'Birmingham, Alabama (United States)', 'Whistle Stop, Alabama (United States)', 'Alabama (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1165961740l/9375.jpg","37166","518",16.54
"11857408-fifty-shades-darker","Fifty Shades Darker","Fifty Shades #2","E.L. James (Goodreads Author)","3.84","Daunted by the singular sexual tastes and dark secrets of the beautiful, tormented young entrepreneur Christian Grey, Anastasia Steele has broken off their relationship to start a new career with a Seattle publishing house. But desire for Christian still dominates her every waking thought, and when he proposes a new arrangement, Anastasia cannot resist. They rekindle their searing sensual affair, and Anastasia learns more about the harrowing past of her damaged, driven, and demanding Fifty Shades. While Christian wrestles with his inner demons, Anastasia must confront her anger and envy of the women who came before her and make the most important decision of her life. Erotic, sparkling and suspenseful, Fifty Shades Darker is the irresistibly addictive second part of the Fifty Shades trilogy.","English","9781612130583","['Romance', 'Erotica', 'Fiction', 'BDSM', 'Adult', 'Contemporary', 'Contemporary Romance', 'Chick Lit', 'Erotic Romance', 'Adult Fiction']","['Anastasia Steele', 'Christian Grey']","Paperback","First Edition","532","The Writer's Coffee Shop Publishing House","09/16/11","09/13/11","[]","745051","['307884', '178317', '139476', '71981', '47393']","84","['Seattle, Washington (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358266080l/11857408.jpg","36997","438",6.33
"9969571-ready-player-one","Ready Player One","Ready Player One #1","Ernest Cline (Goodreads Author)","4.26","Librarian's note: An alternate cover edition can be found hereIN THE YEAR 2044, reality is an ugly place. The only time teenage Wade Watts really feels alive is when he's jacked into the virtual utopia known as the OASIS. Wade's devoted his life to studying the puzzles hidden within this world's digital confines, puzzles that are based on their creator's obsession with the pop culture of decades past and that promise massive power and fortune to whoever can unlock them. But when Wade stumbles upon the first clue, he finds himself beset by players willing to kill to take this ultimate prize. The race is on, and if Wade's going to survive, he'll have to win—and confront the real world he's always been so desperate to escape.","English","9780307887436","['Science Fiction', 'Fiction', 'Young Adult', 'Fantasy', 'Dystopia', 'Adventure', 'Science Fiction Fantasy', 'Adult', 'Cyberpunk', 'Novels']","['Wade Owen Watts', 'Ogden Morrow', 'Parzival', 'Aech', 'James Donovan Halliday', 'Art3mis', 'Kira Morrow', 'Daito', 'Shoto', 'Nolan Sorrento']","Hardcover","","374","Crown Publishers","08/16/11","","['Locus Award Nominee for Best First Novel (2012)', 'John W. Campbell Memorial Award Nominee (2012)', 'Prometheus Award for Best Novel (2012)', 'ALA Alex Award (2012)', 'Lincoln Award Nominee (2014)', 'Tähtivaeltaja Award Nominee (2013)', 'Mary Shelley Award for Outstanding Fictional Work (2016)', 'Goodreads Choice Award Nominee for Science Fiction and for Favorite Book (2011)', 'Green Mountain Book Award Nominee (2015)', 'Seiun Award 星雲賞 Nominee for Best Translated Novel (2015)']","860699","['435791', '271513', '106606', '31546', '15243']","95","['Columbus, Ohio (United States)', 'Oklahoma City, Oklahoma (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500930947l/9969571._SY475_.jpg","36805","410",16.53
"19089.Middlemarch","Middlemarch","","George Eliot, Michel Faber (Introduction)","3.97","Taking place in the years leading up to the First Reform Bill of 1832, Middlemarch explores nearly every subject of concern to modern life: art, religion, science, politics, self, society, human relationships. Among her characters are some of the most remarkable portraits in English literature: Dorothea Brooke, the heroine, idealistic but naive; Rosamond Vincy, beautiful and egoistic: Edward Casaubon, the dry-as-dust scholar: Tertius Lydgate, the brilliant but morally-flawed physician: the passionate artist Will Ladislaw: and Fred Vincey and Mary Garth, childhood sweethearts whose charming courtship is one of the many humorous elements in the novel's rich comic vein.","English","9780451529176","['Classics', 'Fiction', 'Historical Fiction', 'Literature', '19th Century', 'Victorian', 'British Literature', 'Novels', 'Romance', 'Classic Literature']","['Dorothea Brooke', 'Celia Brooke', 'Will Ladislaw', 'Mary Garth', 'Rosamond Vincy', 'Sir James Chettam', 'Tertius Lydgate', 'Peter Featherstone', 'Edward Casaubon', 'Caleb Garth', 'Camden Farebrother', 'Joshua Rigg', 'John Raffles', 'Nicholas Bulstrode', 'Harriet Bulstrode', 'Arthur Brooke', 'Fred Vincy']","Paperback","","904","Signet","10/28/04","10/28/71","[]","135624","['53263', '42678', '26680', '8681', '4322']","90","['Midlands, England']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1568307771l/19089.jpg","36618","457",5.49
"44186.The_Monster_at_the_End_of_this_Book","The Monster at the End of this Book","Big Little Golden Books","Jon Stone, Michael J. Smollin (Illustrator)","4.44","Many adults name this book as their favorite Little Golden Book. Generations of kids have interacted with lovable, furry old Grover as he begs the reader not to turn the page—for fear of a monster at the end of the book. “Oh, I am so embarrassed,” he says on the last page . . . for, of course, the monster is Grover himself! This all-time favorite is now available as a Big Little Golden Book—perfect for lap-time reading.","English","9780375829130","['Picture Books', 'Childrens', 'Fiction', 'Humor', 'Classics', 'Monsters', 'Storytime', 'Kids', 'Juvenile', 'Fantasy']","['Grover']","Hardcover","","32","Golden Books","05/11/04","10/28/71","[]","120014","['78496', '24121', '11882', '3057', '2458']","95","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388193494l/44186.jpg","36511","451",5.46
"17927395-a-court-of-mist-and-fury","A Court of Mist and Fury","A Court of Thorns and Roses #2","Sarah J. Maas (Goodreads Author)","4.62","Feyre survived Amarantha's clutches to return to the Spring Court—but at a steep cost. Though she now has the powers of the High Fae, her heart remains human, and it can't forget the terrible deeds she performed to save Tamlin's people.Nor has Feyre forgotten her bargain with Rhysand, High Lord of the feared Night Court. As Feyre navigates its dark web of politics, passion, and dazzling power, a greater evil looms—and she might be key to stopping it. But only if she can harness her harrowing gifts, heal her fractured soul, and decide how she wishes to shape her future—and the future of a world cleaved in two.With more than a million copies sold of her beloved Throne of Glass series, Sarah J. Maas's masterful storytelling brings this second book in her seductive and action-packed series to new heights.","English","B015FELXQ0","['Fantasy', 'Romance', 'Young Adult', 'New Adult', 'Fae', 'Magic', 'Fiction', 'Young Adult Fantasy', 'Paranormal', 'High Fantasy']","['Cassian', 'Nesta Archeron', 'Rhysand', 'Feyre Archeron', 'Tamlin', 'Elain Archeron', 'Azriel', 'Lucien Vanserra', 'Morrigan']","Kindle Edition","","626","Bloomsbury USA Childrens","05/03/16","","['Goodreads Choice Award for Young Adult Fantasy & Science Fiction (2016) and Nominee for Best of the Best  (2018)']","332646","['248431', '56847', '17379', '6068', '3921']","97","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546406996l/17927395._SY475_.jpg","36424","393",""
"37781.Things_Fall_Apart","Things Fall Apart","The African Trilogy #1","Chinua Achebe","3.68","More than two million copies of Things Fall Apart have been sold in the United States since it was first published here in 1959. Worldwide, there are eight million copies in print in fifty different languages. This is Chinua Achebe's masterpiece and it is often compared to the great Greek tragedies, and currently sells more than one hundred thousand copies a year in the United States.A simple story of a ""strong man"" whose life is dominated by fear and anger, Things Fall Apart is written with remarkable economy and subtle irony. Uniquely and richly African, at the same time it reveals Achebe's keen awareness of the human qualities common to men of all times and places.","English","9999999999999","['Fiction', 'Classics', 'Historical Fiction', 'Africa', 'School', 'Literature', 'Novels', 'Read For School', 'African Literature', 'Nigeria']","['Okonkwo', 'Ikemefuna', 'Ezinma', 'Nwoye']","Paperback","First Anchor Books Edition (U.S.)","209","Anchor Books","10/28/94","10/28/58","[]","287970","['71219', '103138', '75948', '26534', '11131']","87","['Africa', 'Nigeria']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352082529l/37781.jpg","36188","467",""
